electro_Dirección,electro_Región,electro_Comuna,electro_lat,electro_lon,electro_Potencia (en kW) Electrolinera,electro_Tipo corriente,electro_Potencia (en kW) cargador,cargadores_iniciales,dpc_name,dpc_amenity,dpc_shop,dpc_building,dpc_leisure,dpc_comuna,dpc_lon,dpc_lat,dpc_tipo_osm,Pcap,distancia_m
avenida vitacura 2610,metropolitana,Las Condes,-33.41649,-70.60496,"7,4",AC,"7,4",2,World Trade Center Santiago,,,office,,Las Condes,-70.60560199127661,-33.41626118058888,office,8,64.87404403805465
avenida vitacura 2885,metropolitana,Las Condes,-33.41251,-70.60296,"7,7",AC,"7,7",2,Estacionamiento Publico Avda. Vitacura 2885,parking,,,,Las Condes,-70.6029556,-33.4125242,parking,25,1.6270509642436104
cerro colorado s/n,metropolitana,Las Condes,-33.40423,-70.58,45,AC,22,2,Enel X,charging_station,,,,Las Condes,-70.5799754,-33.4042602,charging_station,30,4.056078760378923
cerro el plomo 5931,metropolitana,Las Condes,-33.40446,-70.5705,"7,4",AC,"7,4",8,,parking,,,,Las Condes,-70.5703267,-33.4051349,parking,25,76.56009064887947
colon 4333,metropolitana,Las Condes,-33.42377,-70.58047,55,DC,50,3,,parking,,,,Las Condes,-70.58033263586127,-33.42421025834505,parking,25,50.466738933630964
cristobal colon 7550,metropolitana,Las Condes,-33.41754,-70.55222,70,DC,50,5,Petrobras,fuel,,,,Las Condes,-70.5522535,-33.41772040000001,fuel,10,20.246765746791706
el alcalde 15,metropolitana,Las Condes,-33.4159,-70.59524,22,AC,22,2,Edificio Patio Isidora,,,commercial,,Las Condes,-70.59545449033837,-33.41530989729218,commercial,10,68.41369231522886
enrique foster 21,metropolitana,Las Condes,-33.41556,-70.59412,7,AC,7,2,,,,commercial,,Las Condes,-70.59395286809938,-33.41576042149333,commercial,10,27.1219884972199
isidora goyenechea 2939,metropolitana,Las Condes,-33.41422,-70.60025,"3,5",AC,"3,5",2,,car_wash,,,,Las Condes,-70.6003753,-33.4140631,car_wash,2,20.941634448526496
juan de austria n/a,metropolitana,Las Condes,-33.43089,-70.57912,48,AC,22,2,,parking,,,,Las Condes,-70.57954707470664,-33.430424185800014,parking,25,65.15730540097435
kennedy 4601,metropolitana,Las Condes,-33.40395,-70.58281,44,AC,22,2,Mandarin Oriental Santiago,parking,,,,Las Condes,-70.5835358,-33.40363760000001,parking,25,75.8791749670097
la castellana sur s/n,metropolitana,Las Condes,-33.41191,-70.57688,45,AC,22,2,Omnium,parking,,,,Las Condes,-70.5777002,-33.4117105,parking,25,79.42548913443969
los militares 4611,metropolitana,Las Condes,-33.41278,-70.58235,22,AC,22,2,Escuela Militar,parking,,,,Las Condes,-70.58317079505136,-33.41224618344874,parking,25,96.60123941994203
los militares 4661,metropolitana,Las Condes,-33.4121,-70.58118,7,AC,7,2,Patio Apoquindo,,,office,,Las Condes,-70.5811527508158,-33.41237863291539,office,8,31.00330899868866
mar de los sargazos s/n,metropolitana,Las Condes,-33.41039,-70.56998,45,AC,22,2,Plaza Apoquindo,,mall,yes,,Las Condes,-70.56989849288685,-33.41010892781549,mall,20,32.07850834061683
patagonia 75,metropolitana,Las Condes,-33.40918,-70.54478,50,DC,50,3,Shell,fuel,,roof,,Las Condes,-70.54502262767674,-33.40906191028623,fuel,10,26.090459253115135
presidente errazuriz n/a,metropolitana,Las Condes,-33.42129,-70.5953,48,AC,22,4,Stade Français,parking,,,,Las Condes,-70.59509348489206,-33.42096712106408,parking,25,40.63166898739396
presidente kennedy 5413,metropolitana,Las Condes,-33.4018,-70.57972,14,AC,7,2,Mall Parque Arauco,parking,,,,Las Condes,-70.5800766,-33.4026927,parking,25,104.4063973322195
presidente kennedy 5601,metropolitana,Las Condes,-33.40118,-70.57539,14,AC,7,6,Parque Arauco Oriente,,mall,retail,,Las Condes,-70.5754056945263,-33.40122940667526,mall,20,5.670176940640328
presidente kennedy 5741,metropolitana,Las Condes,-33.39999,-70.57428,22,AC,22,1,Santiago Marriott,,,commercial,,Las Condes,-70.57429967749005,-33.40020577682716,commercial,10,23.9988034327867
presidente riesco 5330,metropolitana,Las Condes,-33.39742,-70.55966,7,AC,7,18,,parking,,,,Las Condes,-70.55457544138423,-33.395383798789915,parking,25,524.1035948448592
presidente riesco con rosario norte (av. pdte. riesco #5810),metropolitana,Las Condes,-33.40388,-70.57396,44,AC,44,2,,,,commercial,,Las Condes,-70.5735391387598,-33.40433481755876,commercial,10,63.84601060397957
rosario norte 530,metropolitana,Las Condes,-33.40513,-70.57304,22,AC,22,3,,,,commercial,,Las Condes,-70.57313531821534,-33.405049302732614,commercial,10,12.597039248653768
san carlos de apoquindo 2300,metropolitana,Las Condes,-33.40417,-70.50836,44,AC,22,2,Universidad de Los Andes,parking,,,,Las Condes,-70.5080637,-33.40383409999999,parking,25,46.33585352301589
san ramon 2701,metropolitana,Las Condes,-33.40754,-70.51114,"21,78",AC,11,2,Copec,fuel,,,,Las Condes,-70.51109030337028,-33.40743666884236,fuel,10,12.355932785070555
,,,,,,,,0,Estacionamientos Plaza Perú,parking,,,,Las Condes,-70.5983329,-33.414870400000005,parking,25,
,,,,,,,,0,Unimarc,,supermarket,,,Las Condes,-70.5852751,-33.415306099999995,supermarket,10,
,,,,,,,,0,,parking,,,,Las Condes,-70.5707867,-33.40995590000001,parking,25,
,,,,,,,,0,Unimarc,parking,,,,Las Condes,-70.5637143,-33.4269489,parking,25,
,,,,,,,,0,Jumbo,,supermarket,,,Las Condes,-70.54055090000001,-33.428027499999985,supermarket,10,
,,,,,,,,0,Mall Parque Arauco,parking,,,,Las Condes,-70.5794627,-33.40338629999999,parking,25,
,,,,,,,,0,Santa Isabel,,supermarket,,,Las Condes,-70.5187054,-33.37421410000001,supermarket,10,
,,,,,,,,0,Copec,fuel,,,,Las Condes,-70.5197841,-33.3739911,fuel,10,
,,,,,,,,0,Petrobras,fuel,,,,Las Condes,-70.5170937,-33.37283660000001,fuel,10,
,,,,,,,,0,Lider Express,,supermarket,,,Las Condes,-70.5333497,-33.38503109999999,supermarket,10,
,,,,,,,,0,Unimarc,parking,,,,Las Condes,-70.5853192,-33.41511450000001,parking,25,
,,,,,,,,0,Strip Center San Damian,parking,,,,Las Condes,-70.5252017,-33.3764646,parking,25,
,,,,,,,,0,Estacionamiento Estadio Las Condes,parking,,,,Las Condes,-70.5221167,-33.374835000000004,parking,25,
,,,,,,,,0,Santa Isabel,parking,,,,Las Condes,-70.5189924,-33.3738889,parking,25,
,,,,,,,,0,Centro Comercial Nueva Las COndes,parking,,,,Las Condes,-70.5177135,-33.37354489999999,parking,25,
,,,,,,,,0,Mandarin Oriental Santiago,parking,,,,Las Condes,-70.5829639,-33.4046298,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5511975,-33.40850939999999,parking,25,
,,,,,,,,0,Universidad de Los Andes,parking,,,,Las Condes,-70.5083695,-33.403716,parking,25,
,,,,,,,,0,Universidad de Los Andes,parking,,,,Las Condes,-70.507949,-33.4047549,parking,25,
,,,,,,,,0,Manquehue/Los Militares,parking,,,,Las Condes,-70.5688891,-33.40503530000001,parking,25,
,,,,,,,,0,Tottus,,supermarket,,,Las Condes,-70.5756572,-33.4011978,supermarket,10,
,,,,,,,,0,Lider,,supermarket,,,Las Condes,-70.5160297,-33.40198610000001,supermarket,10,
,,,,,,,,0,,parking,,,,Las Condes,-70.5501581,-33.3967297,parking,25,
,,,,,,,,0,Estadio Israelita,parking,,,,Las Condes,-70.5500122,-33.3969948,parking,25,
,,,,,,,,0,Estacionamientos Apoquindo / cuarto centenario,parking,,,,Las Condes,-70.5649959,-33.40840490000001,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5284831,-33.37893189999999,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5444518,-33.3916655,parking,25,
,,,,,,,,0,Stadio Italiano,parking,,,,Las Condes,-70.5627006,-33.40788980000001,parking,25,
,,,,,,,,0,Dirección de tránsito,parking,,,,Las Condes,-70.5789144,-33.40484359999999,parking,25,
,,,,,,,,0,Alto Las Condes,parking,,,,Las Condes,-70.5468293,-33.3898572,parking,25,
,,,,,,,,0,Publicos Avda La Plaza Frente Colegio Cumbres,parking,,,,Las Condes,-70.5049837,-33.394133,parking,25,
,,,,,,,,0,Estacionamiento DuocUC San Carlos de Apoquindo,parking,,,,Las Condes,-70.5052411,-33.4001092,parking,25,
,,,,,,,,0,Jumbo,,supermarket,,,Las Condes,-70.5147311,-33.40210179999999,supermarket,10,
,,,,,,,,0,Estacionamiento Paseo Los Dominicos,parking,,,,Las Condes,-70.5142234,-33.40199560000001,parking,25,
,,,,,,,,0,Lider Los Dominicos,parking,,,,Las Condes,-70.5160262,-33.4023098,parking,25,
,,,,,,,,0,Scotiabank,parking,,,,Las Condes,-70.5257914,-33.3765892,parking,25,
,,,,,,,,0,Clínica Las Condes,parking,,,,Las Condes,-70.5318252,-33.3846384,parking,25,
,,,,,,,,0,Clínica Las Condes,parking,,,,Las Condes,-70.5305543,-33.3839121,parking,25,
,,,,,,,,0,Estadio Palestino,parking,,,,Las Condes,-70.544469,-33.38902139999999,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5449127,-33.3889579,parking,25,
,,,,,,,,0,Oxxo,parking,,,,Las Condes,-70.5768507,-33.42159319999999,parking,25,
,,,,,,,,0,Strip Center Americo Vespucio/Colón,parking,,,,Las Condes,-70.5783183,-33.423502,parking,25,
,,,,,,,,0,Jumbo,,supermarket,,,Las Condes,-70.5461228,-33.391757600000005,supermarket,10,
,,,,,,,,0,Lider,,supermarket,,,Las Condes,-70.4985883,-33.3903494,supermarket,10,
,,,,,,,,0,Ekono,,supermarket,,,Las Condes,-70.565783,-33.414302500000005,supermarket,10,
,,,,,,,,0,Santa Isabel,,supermarket,,,Las Condes,-70.5667827,-33.41094549999999,supermarket,10,
,,,,,,,,0,Parque Araucano,parking,,,,Las Condes,-70.5747254,-33.404255199999994,parking,25,
,,,,,,,,0,Parque Araucano,parking,,,,Las Condes,-70.5723793,-33.403313100000005,parking,25,
,,,,,,,,0,Clínica Las Condes,parking,,,,Las Condes,-70.5293889,-33.3850984,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5843567,-33.424497599999995,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5022528,-33.3688293,parking,25,
,,,,,,,,0,Copec,fuel,,,,Las Condes,-70.5539277,-33.4180065,fuel,10,
,,,,,,,,0,Plaza Las Selvas,parking,,,,Las Condes,-70.55471550000001,-33.4006717,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5465187,-33.39494800000001,parking,25,
,,,,,,,,0,Alto Las Condes,parking,,,,Las Condes,-70.5464571,-33.391837599999995,parking,25,
,,,,,,,,0,,car_wash,,,,Las Condes,-70.553958,-33.42368799999999,car_wash,2,
,,,,,,,,0,,parking,,,,Las Condes,-70.5834968,-33.429661,parking,25,
,,,,,,,,0,Lider,,supermarket,,,Las Condes,-70.5516298,-33.41841709999999,supermarket,10,
,,,,,,,,0,Estacionamiento Centro Comercial Rotonda Atenas,parking,,,,Las Condes,-70.5539044,-33.41740959999999,parking,25,
,,,,,,,,0,Estacionamiento Apumanque,parking,,,,Las Condes,-70.5669342,-33.41025429999999,parking,25,
,,,,,,,,0,Estacionamiento Apumanque,parking,,,,Las Condes,-70.5693735,-33.4097693,parking,25,
,,,,,,,,0,Santa Isabel,,supermarket,,,Las Condes,-70.5388252,-33.42345849999999,supermarket,10,
,,,,,,,,0,Mall Parque Arauco,parking,,,,Las Condes,-70.5776098,-33.40113900000001,parking,25,
,,,,,,,,0,Club Deportivo Ivan Zamorano,parking,,,,Las Condes,-70.53765,-33.429382999999994,parking,25,
,,,,,,,,0,Ciudad Deportiva Universidad San Sebastián,parking,,,,Las Condes,-70.5376216,-33.42806829999999,parking,25,
,,,,,,,,0,Ciudad Deportiva Universidad San Sebastián,parking,,,,Las Condes,-70.5369829,-33.4286844,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.504685,-33.3966706,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5412257,-33.39075819999999,parking,25,
,,,,,,,,0,Club de Golf Los Leones,parking,,,,Las Condes,-70.5929975,-33.4116733,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5412014,-33.428647100000006,parking,25,
,,,,,,,,0,Estacionamiento El Trovador,parking,,,,Las Condes,-70.5865845,-33.413659599999995,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5739169,-33.410585800000014,parking,25,
,,,,,,,,0,Estacionamiento subterráneo,parking,,,,Las Condes,-70.5760293,-33.406844099999994,parking,25,
,,,,,,,,0,Estacionamiento Pagado EME Napoleon,parking,,,,Las Condes,-70.5973463,-33.4180572,parking,25,
,,,,,,,,0,Estacionamiento Pagado EME VItacura,parking,,,,Las Condes,-70.60424090000001,-33.4165035,parking,25,
,,,,,,,,0,Estacionamiento Pagado El Bosque Norte,parking,,,,Las Condes,-70.6006929,-33.41625629999999,parking,25,
,,,,,,,,0,Estacionamiento Helvecia,parking,,,,Las Condes,-70.6033833,-33.4146405,parking,25,
,,,,,,,,0,Marriott,parking,,,,Las Condes,-70.5743651,-33.3996901,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.540362,-33.41674739999999,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5385381,-33.419288400000006,parking,25,
,,,,,,,,0,Parque Titanium,parking,,,,Las Condes,-70.6057614,-33.4128747,parking,25,
,,,,,,,,0,Estadio Español,parking,,,,Las Condes,-70.5775541,-33.4137947,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5460669,-33.4083823,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5809487,-33.413131099999994,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5640531,-33.4248388,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5539555,-33.39422830000001,parking,25,
,,,,,,,,0,Estadio Palestino,parking,,,,Las Condes,-70.5419564,-33.387859600000006,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5613532,-33.409363,parking,25,
,,,,,,,,0,Postgrados Universidad Mayor,university,,,,Las Condes,-70.5733171,-33.4070951,university,10,
,,,,,,,,0,Servicio de Lavado de Autos,car_wash,,,,Las Condes,-70.5385169,-33.42358109999999,car_wash,2,
,,,,,,,,0,Luft,car_wash,,,,Las Condes,-70.53689320000001,-33.38591879999999,car_wash,2,
,,,,,,,,0,Galería Oriente,,mall,,,Las Condes,-70.5416796,-33.390423600000005,mall,20,
,,,,,,,,0,Juanita,,supermarket,,,Las Condes,-70.5583116,-33.41365820000001,supermarket,10,
,,,,,,,,0,Tottus,,supermarket,,,Las Condes,-70.540047,-33.41580999999999,supermarket,10,
,,,,,,,,0,,parking,,,,Las Condes,-70.5864388,-33.407052,parking,25,
,,,,,,,,0,Lider Express,,supermarket,,,Las Condes,-70.5843151,-33.41385809999999,supermarket,10,
,,,,,,,,0,Distrito de Lujo,,mall,,,Las Condes,-70.5776232,-33.401570499999984,mall,20,
,,,,,,,,0,Estacionamientos Plaza Las Condes,parking,,,,Las Condes,-70.5960963,-33.4163215,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5149545,-33.402579900000006,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.515124,-33.4014263,parking,25,
,,,,,,,,0,Unimarc,,supermarket,,,Las Condes,-70.5444929,-33.4093498,supermarket,10,
,,,,,,,,0,,parking,,,,Las Condes,-70.5648306,-33.42525650000002,parking,25,
,,,,,,,,0,Las Condes Design,,mall,,,Las Condes,-70.5381382,-33.3870811,mall,20,
,,,,,,,,0,Copec,fuel,,,,Las Condes,-70.5817938,-33.4293931,fuel,10,
,,,,,,,,0,Lider Express,,supermarket,,,Las Condes,-70.5775358,-33.4259615,supermarket,10,
,,,,,,,,0,Shell E-pro,charging_station,,,,Las Condes,-70.5452215,-33.409012700000005,charging_station,30,
,,,,,,,,0,,parking,,,,Las Condes,-70.5078125,-33.4044117,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5317583,-33.38409610000001,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.6056069,-33.415869699999995,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5889421,-33.4156581,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.6042856,-33.414943699999995,parking,25,
,,,,,,,,0,Estacionamiento Parque Natural La Plaza Sur,parking,,,,Las Condes,-70.5017641,-33.4054171,parking,25,
,,,,,,,,0,Green Park Enel X,charging_station,,,,Las Condes,-70.5787666,-33.40333330000001,charging_station,30,
,,,,,,,,0,Centro Comercial Subcentro,,mall,,,Las Condes,-70.585461,-33.41416280000001,mall,20,
,,,,,,,,0,,parking,,,,Las Condes,-70.6053143,-33.415488399999994,parking,25,
,,,,,,,,0,Escuela Culinaria Francesa,university,,,,Las Condes,-70.5794206,-33.4219175,university,10,
,,,,,,,,0,Universidad Tecnologica de Chile,university,,,,Las Condes,-70.5532647,-33.40797280000001,university,10,
,,,,,,,,0,Universidad Mayor,university,,,,Las Condes,-70.590824,-33.42023089999999,university,10,
,,,,,,,,0,,parking,,,,Las Condes,-70.5059006,-33.4168577,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5308397,-33.4274226,parking,25,
,,,,,,,,0,Shell,fuel,,,,Las Condes,-70.5552654,-33.41643869999999,fuel,10,
,,,,,,,,0,,parking,,,,Las Condes,-70.5634122,-33.428448499999995,parking,25,
,,,,,,,,0,Electroestación Pública Enel X,charging_station,,,,Las Condes,-70.5724252,-33.4034351,charging_station,30,
,,,,,,,,0,Estacionamiento Centro Artesanal Los Dominicos,parking,,,,Las Condes,-70.5422901,-33.4085346,parking,25,
,,,,,,,,0,Estacionaminetos Visitas,parking,,,,Las Condes,-70.5260361,-33.42733690000001,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5253287,-33.42775970000001,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.524658,-33.4278394,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.51362140000002,-33.371869800000006,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5134129,-33.371647,parking,25,
,,,,,,,,0,,parking,,,,Las Condes,-70.5135753,-33.37306339999999,parking,25,
,,,,,,,,0,Enel X,charging_station,,,,Las Condes,-70.5394702,-33.38864079999998,charging_station,30,
,,,,,,,,0,Enel X,charging_station,,,,Las Condes,-70.6003513,-33.417288000000006,charging_station,30,
,,,,,,,,0,Jumbo,,supermarket,,,Las Condes,-70.5730456,-33.41065559999999,supermarket,10,
,,,,,,,,0,Enel X,charging_station,,,,Las Condes,-70.50162120000002,-33.3966427,charging_station,30,
,,,,,,,,0,Estacionamiento Lepe,parking,,,,Las Condes,-70.50134510000001,-33.39674949999999,parking,25,
,,,,,,,,0,Copec Voltex,charging_station,,,,Las Condes,-70.5751566,-33.4004728,charging_station,30,
,,,,,,,,0,Mall Parque Arauco,,mall,yes,,Las Condes,-70.5786075943108,-33.40240174285381,mall,20,
,,,,,,,,0,Mercado Urbano Tobalaba,,mall,yes,,Las Condes,-70.60097606540852,-33.417249639741414,mall,20,
,,,,,,,,0,Urbana Center Apoquindo,,mall,yes,,Las Condes,-70.57262821831115,-33.41112976739463,mall,20,
,,,,,,,,0,Lider Tomas Moro,parking,,,,Las Condes,-70.55340750522893,-33.424170966588306,parking,25,
,,,,,,,,0,Hospital Clínico de la Fuerza Aérea de Chile Doctor Raúl Yazigi,hospital,,,,Las Condes,-70.54698942626023,-33.39632416720454,hospital,6,
,,,,,,,,0,Cenco Alto Las Condes,,mall,retail,,Las Condes,-70.54602231680336,-33.39078848413695,mall,20,
,,,,,,,,0,Cenco Alto Las Condes,,mall,retail,,Las Condes,-70.54602231680336,-33.39078848413695,mall,20,
,,,,,,,,0,Claro Arena,,,,stadium,Las Condes,-70.50072321441844,-33.395935009499354,stadium,20,
,,,,,,,,0,Hospital de la Dirección de Previsión de Carabineros,hospital,,,,Las Condes,-70.52797011488592,-33.416768046478786,hospital,6,
,,,,,,,,0,Torre de La Industria,,,commercial,,Las Condes,-70.60477088106897,-33.41466862182692,commercial,10,
,,,,,,,,0,Estadio Las Condes,,,,stadium,Las Condes,-70.52256326300099,-33.37606758573402,stadium,20,
,,,,,,,,0,Edificio del Pacífico,,,commercial,,Las Condes,-70.6056311553233,-33.41559188780396,commercial,10,
,,,,,,,,0,Torre de Vitacura,,,commercial,,Las Condes,-70.60454724752833,-33.41550080256167,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59289447011714,-33.414398728464604,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.594845492767,-33.41472434734002,commercial,10,
,,,,,,,,0,Lider Express,,supermarket,,,Las Condes,-70.57431836123942,-33.428455294005595,supermarket,10,
,,,,,,,,0,Mall Portal La Reina,,,retail,,Las Condes,-70.54098939956262,-33.42806950832865,retail,6,
,,,,,,,,0,Universidad de Los Andes,parking,,,,Las Condes,-70.50874213948697,-33.40190760393216,parking,25,
,,,,,,,,0,Clínica UC San Carlos de Apoquindo,hospital,,,,Las Condes,-70.50881355909148,-33.40033505850772,hospital,6,
,,,,,,,,0,Copec,fuel,,,,Las Condes,-70.53286936569319,-33.40151710070219,fuel,10,
,,,,,,,,0,Jumbo,,supermarket,yes,,Las Condes,-70.57884105871022,-33.43013912609022,supermarket,10,
,,,,,,,,0,Clínica Las Condes,hospital,,,,Las Condes,-70.53077464198965,-33.38466475430513,hospital,6,
,,,,,,,,0,Edificio Consorcio,,,commercial,,Las Condes,-70.59914670633474,-33.41909599349247,commercial,10,
,,,,,,,,0,Edificio Titanium La Portada,,,office,,Las Condes,-70.60373266927961,-33.41311093491624,office,8,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59697342673763,-33.416103688533696,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59648440001381,-33.41644355001324,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59837743418304,-33.41652782019072,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59854080197665,-33.416067117708366,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.5989002528519,-33.41684473052285,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59809084574249,-33.419039619780285,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60148180911438,-33.41608899184153,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.6018515998222,-33.416436018296906,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59827907215697,-33.41990982943865,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59938751218291,-33.418336689696844,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60024448021518,-33.41355745123783,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60045239995577,-33.413774699964,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60068031813141,-33.4129800950625,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59949874994834,-33.413868399943816,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60129107469687,-33.4129623666914,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.58858574985219,-33.41736670032786,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59908905971419,-33.417858041490376,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.59974812629106,-33.417274100738524,commercial,10,
,,,,,,,,0,,,mall,yes,,Las Condes,-70.56927215598388,-33.409883938896655,mall,20,
,,,,,,,,0,,,mall,yes,,Las Condes,-70.56702351762193,-33.41084040410084,mall,20,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60222314999405,-33.41621355001522,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60277299354566,-33.41626593060033,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.60300685517028,-33.41668106960268,commercial,10,
,,,,,,,,0,,,,commercial,,Las Condes,-70.6028955098723,-33.417032366148995,commercial,10,
